name,what have been runned,output
Epoch 3/20:  70%|███████████▏    | 559/800 [12:29<05:07,  1.28s/it, loss=0.7339]
Epoch 3/20:  70%|███████████▏    | 560/800 [12:29<06:19,  1.58s/it, loss=0.7339]
Epoch 3/20:  70%|███████████▏    | 560/800 [12:30<06:19,  1.58s/it, loss=0.4785]
Epoch 3/20:  70%|███████████▏    | 561/800 [12:30<05:15,  1.32s/it, loss=0.4785]
Epoch 3/20:  70%|███████████▏    | 561/800 [12:31<05:15,  1.32s/it, loss=0.9726]
Epoch 3/20:  70%|███████████▏    | 562/800 [12:31<05:57,  1.50s/it, loss=0.9726]
Epoch 3/20:  70%|███████████▏    | 562/800 [12:32<05:57,  1.50s/it, loss=0.9237]
Epoch 3/20:  70%|███████████▎    | 563/800 [12:32<05:09,  1.30s/it, loss=0.9237]
Epoch 3/20:  70%|███████████▎    | 563/800 [12:34<05:09,  1.30s/it, loss=0.5149]
Epoch 3/20:  70%|███████████▎    | 564/800 [12:34<06:03,  1.54s/it, loss=0.5149]
Epoch 3/20:  70%|███████████▎    | 564/800 [12:35<06:03,  1.54s/it, loss=0.6114]
Epoch 3/20:  71%|███████████▎    | 565/800 [12:35<05:04,  1.30s/it, loss=0.6114]
Epoch 3/20:  71%|███████████▎    | 565/800 [12:38<05:04,  1.30s/it, loss=0.4662]
Epoch 3/20:  71%|███████████▎    | 566/800 [12:38<07:25,  1.91s/it, loss=0.4662]
Epoch 3/20:  71%|███████████▎    | 566/800 [12:39<07:25,  1.91s/it, loss=0.6368]
Epoch 3/20:  71%|███████████▎    | 567/800 [12:39<06:05,  1.57s/it, loss=0.6368]
Epoch 3/20:  71%|███████████▎    | 567/800 [12:42<06:05,  1.57s/it, loss=0.6713]
Epoch 3/20:  71%|███████████▎    | 568/800 [12:42<07:04,  1.83s/it, loss=0.6713]
Epoch 3/20:  71%|███████████▎    | 568/800 [12:42<07:04,  1.83s/it, loss=0.5875]
Epoch 3/20:  71%|███████████▍    | 569/800 [12:42<05:47,  1.51s/it, loss=0.5875]
Epoch 3/20:  71%|███████████▍    | 569/800 [12:45<05:47,  1.51s/it, loss=0.6027]
Epoch 3/20:  71%|███████████▍    | 570/800 [12:45<07:11,  1.88s/it, loss=0.6027]
Epoch 3/20:  71%|███████████▍    | 570/800 [12:46<07:11,  1.88s/it, loss=0.9457]
Epoch 3/20:  71%|███████████▍    | 571/800 [12:46<05:56,  1.56s/it, loss=0.9457]
Epoch 3/20:  71%|███████████▍    | 571/800 [12:48<05:56,  1.56s/it, loss=0.8031]
Epoch 3/20:  72%|███████████▍    | 572/800 [12:48<06:20,  1.67s/it, loss=0.8031]
Epoch 3/20:  72%|███████████▍    | 572/800 [12:49<06:20,  1.67s/it, loss=0.4397]
Epoch 3/20:  72%|███████████▍    | 573/800 [12:49<05:15,  1.39s/it, loss=0.4397]
Epoch 3/20:  72%|███████████▍    | 573/800 [12:51<05:15,  1.39s/it, loss=0.8782]
Epoch 3/20:  72%|███████████▍    | 574/800 [12:51<05:49,  1.55s/it, loss=0.8782]
Epoch 3/20:  72%|███████████▍    | 574/800 [12:51<05:49,  1.55s/it, loss=0.3665]
Epoch 3/20:  72%|███████████▌    | 575/800 [12:51<04:52,  1.30s/it, loss=0.3665]
Epoch 3/20:  72%|███████████▌    | 575/800 [12:54<04:52,  1.30s/it, loss=0.5534]
Epoch 3/20:  72%|███████████▌    | 576/800 [12:54<05:54,  1.58s/it, loss=0.5534]
Epoch 3/20:  72%|███████████▌    | 576/800 [12:54<05:54,  1.58s/it, loss=0.5837]
Epoch 3/20:  72%|███████████▌    | 577/800 [12:54<04:54,  1.32s/it, loss=0.5837]
Epoch 3/20:  72%|███████████▌    | 577/800 [12:57<04:54,  1.32s/it, loss=0.6409]
Epoch 3/20:  72%|███████████▌    | 578/800 [12:57<05:57,  1.61s/it, loss=0.6409]
Epoch 3/20:  72%|███████████▌    | 578/800 [12:57<05:57,  1.61s/it, loss=0.8747]
Epoch 3/20:  72%|███████████▌    | 579/800 [12:57<04:57,  1.35s/it, loss=0.8747]
Epoch 3/20:  72%|███████████▌    | 579/800 [13:00<04:57,  1.35s/it, loss=0.6540]
Epoch 3/20:  72%|███████████▌    | 580/800 [13:00<06:19,  1.72s/it, loss=0.6540]
Epoch 3/20:  72%|███████████▌    | 580/800 [13:01<06:19,  1.72s/it, loss=0.7452]
Epoch 3/20:  73%|███████████▌    | 581/800 [13:01<05:12,  1.43s/it, loss=0.7452]
Epoch 3/20:  73%|███████████▌    | 581/800 [13:02<05:12,  1.43s/it, loss=0.6721]
Epoch 3/20:  73%|███████████▋    | 582/800 [13:02<05:36,  1.55s/it, loss=0.6721]
Epoch 3/20:  73%|███████████▋    | 582/800 [13:03<05:36,  1.55s/it, loss=0.8934]
Epoch 3/20:  73%|███████████▋    | 583/800 [13:03<04:57,  1.37s/it, loss=0.8934]
Epoch 3/20:  73%|███████████▋    | 583/800 [13:05<04:57,  1.37s/it, loss=0.3934]
Epoch 3/20:  73%|███████████▋    | 584/800 [13:05<05:20,  1.48s/it, loss=0.3934]
Epoch 3/20:  73%|███████████▋    | 584/800 [13:06<05:20,  1.48s/it, loss=0.3737]
Epoch 3/20:  73%|███████████▋    | 585/800 [13:06<04:33,  1.27s/it, loss=0.3737]
Epoch 3/20:  73%|███████████▋    | 585/800 [13:08<04:33,  1.27s/it, loss=0.6741]
Epoch 3/20:  73%|███████████▋    | 586/800 [13:08<05:44,  1.61s/it, loss=0.6741]
Epoch 3/20:  73%|███████████▋    | 586/800 [13:09<05:44,  1.61s/it, loss=0.6819]
Epoch 3/20:  73%|███████████▋    | 587/800 [13:09<04:47,  1.35s/it, loss=0.6819]
Epoch 3/20:  73%|███████████▋    | 587/800 [13:10<04:47,  1.35s/it, loss=0.5142]
Epoch 3/20:  74%|███████████▊    | 588/800 [13:10<04:34,  1.30s/it, loss=0.5142]
Epoch 3/20:  74%|███████████▊    | 588/800 [13:11<04:34,  1.30s/it, loss=0.5447]
Epoch 3/20:  74%|███████████▊    | 589/800 [13:11<03:58,  1.13s/it, loss=0.5447]
Epoch 3/20:  74%|███████████▊    | 589/800 [13:14<03:58,  1.13s/it, loss=0.6401]
Epoch 3/20:  74%|███████████▊    | 590/800 [13:14<05:34,  1.59s/it, loss=0.6401]
Epoch 3/20:  74%|███████████▊    | 590/800 [13:14<05:34,  1.59s/it, loss=0.9110]
Epoch 3/20:  74%|███████████▊    | 591/800 [13:14<04:44,  1.36s/it, loss=0.9110]
Epoch 3/20:  74%|███████████▊    | 591/800 [13:16<04:44,  1.36s/it, loss=0.8662]
Epoch 3/20:  74%|███████████▊    | 592/800 [13:16<05:03,  1.46s/it, loss=0.8662]
Epoch 3/20:  74%|███████████▊    | 592/800 [13:17<05:03,  1.46s/it, loss=0.3344]
Epoch 3/20:  74%|███████████▊    | 593/800 [13:17<04:23,  1.27s/it, loss=0.3344]
Epoch 3/20:  74%|███████████▊    | 593/800 [13:19<04:23,  1.27s/it, loss=0.7691]
Epoch 3/20:  74%|███████████▉    | 594/800 [13:19<05:27,  1.59s/it, loss=0.7691]
Epoch 3/20:  74%|███████████▉    | 594/800 [13:20<05:27,  1.59s/it, loss=0.7773]
Epoch 3/20:  74%|███████████▉    | 595/800 [13:20<04:40,  1.37s/it, loss=0.7773]
Epoch 3/20:  74%|███████████▉    | 595/800 [13:21<04:40,  1.37s/it, loss=0.4257]
Epoch 3/20:  74%|███████████▉    | 596/800 [13:21<04:08,  1.22s/it, loss=0.4257]
Epoch 3/20:  74%|███████████▉    | 596/800 [13:22<04:08,  1.22s/it, loss=0.9081]
Epoch 3/20:  75%|███████████▉    | 597/800 [13:22<03:36,  1.07s/it, loss=0.9081]
Epoch 3/20:  75%|███████████▉    | 597/800 [13:24<03:36,  1.07s/it, loss=0.5205]
Epoch 3/20:  75%|███████████▉    | 598/800 [13:24<04:25,  1.32s/it, loss=0.5205]
Epoch 3/20:  75%|███████████▉    | 598/800 [13:24<04:25,  1.32s/it, loss=0.8589]
Epoch 3/20:  75%|███████████▉    | 599/800 [13:24<03:47,  1.13s/it, loss=0.8589]
Epoch 3/20:  75%|███████████▉    | 599/800 [13:26<03:47,  1.13s/it, loss=0.4444]
Epoch 3/20:  75%|████████████    | 600/800 [13:26<04:31,  1.36s/it, loss=0.4444]
Epoch 3/20:  75%|████████████    | 600/800 [13:27<04:31,  1.36s/it, loss=0.5652]
Epoch 3/20:  75%|████████████    | 601/800 [13:27<04:22,  1.32s/it, loss=0.5652]
Epoch 3/20:  75%|████████████    | 601/800 [13:29<04:22,  1.32s/it, loss=0.5645]
Epoch 3/20:  75%|████████████    | 602/800 [13:29<04:05,  1.24s/it, loss=0.5645]
Epoch 3/20:  75%|████████████    | 602/800 [13:31<04:05,  1.24s/it, loss=0.5926]
Epoch 3/20:  75%|████████████    | 603/800 [13:31<05:37,  1.71s/it, loss=0.5926]
Epoch 3/20:  75%|████████████    | 603/800 [13:32<05:37,  1.71s/it, loss=0.4607]
Epoch 3/20:  76%|████████████    | 604/800 [13:32<04:40,  1.43s/it, loss=0.4607]
Epoch 3/20:  76%|████████████    | 604/800 [13:34<04:40,  1.43s/it, loss=0.4967]
Epoch 3/20:  76%|████████████    | 605/800 [13:34<04:54,  1.51s/it, loss=0.4967]
Epoch 3/20:  76%|████████████    | 605/800 [13:35<04:54,  1.51s/it, loss=0.6964]
Epoch 3/20:  76%|████████████    | 606/800 [13:35<04:41,  1.45s/it, loss=0.6964]
Epoch 3/20:  76%|████████████    | 606/800 [13:36<04:41,  1.45s/it, loss=1.1764]
Epoch 3/20:  76%|████████████▏   | 607/800 [13:36<04:30,  1.40s/it, loss=1.1764]
Epoch 3/20:  76%|████████████▏   | 607/800 [13:38<04:30,  1.40s/it, loss=0.5042]
Epoch 3/20:  76%|████████████▏   | 608/800 [13:38<04:54,  1.53s/it, loss=0.5042]
Epoch 3/20:  76%|████████████▏   | 608/800 [13:40<04:54,  1.53s/it, loss=0.4546]
Epoch 3/20:  76%|████████████▏   | 609/800 [13:40<05:26,  1.71s/it, loss=0.4546]
Epoch 3/20:  76%|████████████▏   | 609/800 [13:42<05:26,  1.71s/it, loss=0.3421]
Epoch 3/20:  76%|████████████▏   | 610/800 [13:42<05:09,  1.63s/it, loss=0.3421]
Epoch 3/20:  76%|████████████▏   | 610/800 [13:43<05:09,  1.63s/it, loss=0.4295]
Epoch 3/20:  76%|████████████▏   | 611/800 [13:43<04:47,  1.52s/it, loss=0.4295]
Epoch 3/20:  76%|████████████▏   | 611/800 [13:45<04:47,  1.52s/it, loss=0.5174]
Epoch 3/20:  76%|████████████▏   | 612/800 [13:45<05:14,  1.67s/it, loss=0.5174]
Epoch 3/20:  76%|████████████▏   | 612/800 [13:46<05:14,  1.67s/it, loss=0.5448]
Epoch 3/20:  77%|████████████▎   | 613/800 [13:46<04:52,  1.56s/it, loss=0.5448]
Epoch 3/20:  77%|████████████▎   | 613/800 [13:48<04:52,  1.56s/it, loss=0.4687]
Epoch 3/20:  77%|████████████▎   | 614/800 [13:48<04:49,  1.55s/it, loss=0.4687]
Epoch 3/20:  77%|████████████▎   | 614/800 [13:51<04:49,  1.55s/it, loss=0.3154]
Epoch 3/20:  77%|████████████▎   | 615/800 [13:51<05:51,  1.90s/it, loss=0.3154]
Epoch 3/20:  77%|████████████▎   | 615/800 [13:51<05:51,  1.90s/it, loss=0.4189]
Epoch 3/20:  77%|████████████▎   | 616/800 [13:51<04:51,  1.59s/it, loss=0.4189]
Epoch 3/20:  77%|████████████▎   | 616/800 [13:53<04:51,  1.59s/it, loss=0.6562]
Epoch 3/20:  77%|████████████▎   | 617/800 [13:53<04:54,  1.61s/it, loss=0.6562]
Epoch 3/20:  77%|████████████▎   | 617/800 [13:54<04:54,  1.61s/it, loss=0.5144]
Epoch 3/20:  77%|████████████▎   | 618/800 [13:54<04:04,  1.34s/it, loss=0.5144]
Epoch 3/20:  77%|████████████▎   | 618/800 [13:56<04:04,  1.34s/it, loss=0.4847]
Epoch 3/20:  77%|████████████▍   | 619/800 [13:56<04:34,  1.52s/it, loss=0.4847]
Epoch 3/20:  77%|████████████▍   | 619/800 [13:57<04:34,  1.52s/it, loss=0.4605]
Epoch 3/20:  78%|████████████▍   | 620/800 [13:57<03:52,  1.29s/it, loss=0.4605]
Epoch 3/20:  78%|████████████▍   | 620/800 [13:58<03:52,  1.29s/it, loss=0.8704]
Epoch 3/20:  78%|████████████▍   | 621/800 [13:58<03:43,  1.25s/it, loss=0.8704]
Epoch 3/20:  78%|████████████▍   | 621/800 [13:59<03:43,  1.25s/it, loss=0.3999]
Epoch 3/20:  78%|████████████▍   | 622/800 [13:59<04:02,  1.36s/it, loss=0.3999]
Epoch 3/20:  78%|████████████▍   | 622/800 [14:00<04:02,  1.36s/it, loss=0.5257]
Epoch 3/20:  78%|████████████▍   | 623/800 [14:00<03:25,  1.16s/it, loss=0.5257]
Epoch 3/20:  78%|████████████▍   | 623/800 [14:02<03:25,  1.16s/it, loss=0.5723]
Epoch 3/20:  78%|████████████▍   | 624/800 [14:02<03:58,  1.35s/it, loss=0.5723]
Epoch 3/20:  78%|████████████▍   | 624/800 [14:03<03:58,  1.35s/it, loss=0.6732]
Epoch 3/20:  78%|████████████▌   | 625/800 [14:03<03:22,  1.16s/it, loss=0.6732]
Epoch 3/20:  78%|████████████▌   | 625/800 [14:04<03:22,  1.16s/it, loss=0.7025]
Epoch 3/20:  78%|████████████▌   | 626/800 [14:04<04:00,  1.38s/it, loss=0.7025]
Epoch 3/20:  78%|████████████▌   | 626/800 [14:05<04:00,  1.38s/it, loss=1.1088]
Epoch 3/20:  78%|████████████▌   | 627/800 [14:05<03:25,  1.19s/it, loss=1.1088]
Epoch 3/20:  78%|████████████▌   | 627/800 [14:07<03:25,  1.19s/it, loss=1.5141]
Epoch 3/20:  78%|████████████▌   | 628/800 [14:07<04:20,  1.51s/it, loss=1.5141]
Epoch 3/20:  78%|████████████▌   | 628/800 [14:08<04:20,  1.51s/it, loss=0.6876]
Epoch 3/20:  79%|████████████▌   | 629/800 [14:08<03:39,  1.29s/it, loss=0.6876]
Epoch 3/20:  79%|████████████▌   | 629/800 [14:10<03:39,  1.29s/it, loss=0.5100]
Epoch 3/20:  79%|████████████▌   | 630/800 [14:10<04:20,  1.53s/it, loss=0.5100]
Epoch 3/20:  79%|████████████▌   | 630/800 [14:11<04:20,  1.53s/it, loss=0.4154]
Epoch 3/20:  79%|████████████▌   | 631/800 [14:11<03:40,  1.30s/it, loss=0.4154]
Epoch 3/20:  79%|████████████▌   | 631/800 [14:13<03:40,  1.30s/it, loss=0.5123]
Epoch 3/20:  79%|████████████▋   | 632/800 [14:13<04:27,  1.59s/it, loss=0.5123]
Epoch 3/20:  79%|████████████▋   | 632/800 [14:14<04:27,  1.59s/it, loss=0.3097]
Epoch 3/20:  79%|████████████▋   | 633/800 [14:14<03:45,  1.35s/it, loss=0.3097]
Epoch 3/20:  79%|████████████▋   | 633/800 [14:16<03:45,  1.35s/it, loss=0.3274]
Epoch 3/20:  79%|████████████▋   | 634/800 [14:16<04:26,  1.61s/it, loss=0.3274]
Epoch 3/20:  79%|████████████▋   | 634/800 [14:17<04:26,  1.61s/it, loss=0.7272]
Epoch 3/20:  79%|████████████▋   | 635/800 [14:17<03:42,  1.35s/it, loss=0.7272]
Epoch 3/20:  79%|████████████▋   | 635/800 [14:20<03:42,  1.35s/it, loss=0.7845]
Epoch 3/20:  80%|████████████▋   | 636/800 [14:20<04:35,  1.68s/it, loss=0.7845]
Epoch 3/20:  80%|████████████▋   | 636/800 [14:20<04:35,  1.68s/it, loss=0.7281]
Epoch 3/20:  80%|████████████▋   | 637/800 [14:20<03:47,  1.39s/it, loss=0.7281]
Epoch 3/20:  80%|████████████▋   | 637/800 [14:23<03:47,  1.39s/it, loss=0.7532]
Epoch 3/20:  80%|████████████▊   | 638/800 [14:23<04:40,  1.73s/it, loss=0.7532]
Epoch 3/20:  80%|████████████▊   | 638/800 [14:24<04:40,  1.73s/it, loss=0.6182]
Epoch 3/20:  80%|████████████▊   | 639/800 [14:24<03:58,  1.48s/it, loss=0.6182]
Epoch 3/20:  80%|████████████▊   | 639/800 [14:25<03:58,  1.48s/it, loss=0.3311]
Epoch 3/20:  80%|████████████▊   | 640/800 [14:25<04:09,  1.56s/it, loss=0.3311]
Epoch 3/20:  80%|████████████▊   | 640/800 [14:26<04:09,  1.56s/it, loss=0.3012]
Epoch 3/20:  80%|████████████▊   | 641/800 [14:26<03:30,  1.33s/it, loss=0.3012]
Epoch 3/20:  80%|████████████▊   | 641/800 [14:29<03:30,  1.33s/it, loss=0.4824]
Epoch 3/20:  80%|████████████▊   | 642/800 [14:29<04:29,  1.70s/it, loss=0.4824]
Epoch 3/20:  80%|████████████▊   | 642/800 [14:30<04:29,  1.70s/it, loss=0.4296]
Epoch 3/20:  80%|████████████▊   | 643/800 [14:30<03:41,  1.41s/it, loss=0.4296]
Epoch 3/20:  80%|████████████▊   | 643/800 [14:32<03:41,  1.41s/it, loss=0.4312]
Epoch 3/20:  80%|████████████▉   | 644/800 [14:32<04:39,  1.79s/it, loss=0.4312]
Epoch 3/20:  80%|████████████▉   | 644/800 [14:33<04:39,  1.79s/it, loss=1.3511]
Epoch 3/20:  81%|████████████▉   | 645/800 [14:33<03:49,  1.48s/it, loss=1.3511]
Epoch 3/20:  81%|████████████▉   | 645/800 [14:35<03:49,  1.48s/it, loss=0.5102]
Epoch 3/20:  81%|████████████▉   | 646/800 [14:35<03:52,  1.51s/it, loss=0.5102]
Epoch 3/20:  81%|████████████▉   | 646/800 [14:35<03:52,  1.51s/it, loss=0.6068]
Epoch 3/20:  81%|████████████▉   | 647/800 [14:35<03:12,  1.26s/it, loss=0.6068]
Epoch 3/20:  81%|████████████▉   | 647/800 [14:38<03:12,  1.26s/it, loss=0.4819]
Epoch 3/20:  81%|████████████▉   | 648/800 [14:38<04:32,  1.79s/it, loss=0.4819]
Epoch 3/20:  81%|████████████▉   | 648/800 [14:39<04:32,  1.79s/it, loss=0.7943]
Epoch 3/20:  81%|████████████▉   | 649/800 [14:39<03:47,  1.51s/it, loss=0.7943]
Epoch 3/20:  81%|████████████▉   | 649/800 [14:41<03:47,  1.51s/it, loss=1.0517]
Epoch 3/20:  81%|█████████████   | 650/800 [14:41<04:20,  1.74s/it, loss=1.0517]
Epoch 3/20:  81%|█████████████   | 650/800 [14:42<04:20,  1.74s/it, loss=0.4267]
Epoch 3/20:  81%|█████████████   | 651/800 [14:42<03:34,  1.44s/it, loss=0.4267]
Epoch 3/20:  81%|█████████████   | 651/800 [14:44<03:34,  1.44s/it, loss=1.0193]
Epoch 3/20:  82%|█████████████   | 652/800 [14:44<03:34,  1.45s/it, loss=1.0193]
Epoch 3/20:  82%|█████████████   | 652/800 [14:44<03:34,  1.45s/it, loss=0.5798]
Epoch 3/20:  82%|█████████████   | 653/800 [14:44<02:59,  1.22s/it, loss=0.5798]
Epoch 3/20:  82%|█████████████   | 653/800 [14:47<02:59,  1.22s/it, loss=0.3690]
Epoch 3/20:  82%|█████████████   | 654/800 [14:47<03:50,  1.58s/it, loss=0.3690]
Epoch 3/20:  82%|█████████████   | 654/800 [14:47<03:50,  1.58s/it, loss=0.7085]
Epoch 3/20:  82%|█████████████   | 655/800 [14:47<03:13,  1.33s/it, loss=0.7085]
Epoch 3/20:  82%|█████████████   | 655/800 [14:50<03:13,  1.33s/it, loss=1.0725]
Epoch 3/20:  82%|█████████████   | 656/800 [14:50<04:08,  1.73s/it, loss=1.0725]
Epoch 3/20:  82%|█████████████   | 656/800 [14:51<04:08,  1.73s/it, loss=0.4270]
Epoch 3/20:  82%|█████████████▏  | 657/800 [14:51<03:23,  1.43s/it, loss=0.4270]
Epoch 3/20:  82%|█████████████▏  | 657/800 [14:52<03:23,  1.43s/it, loss=0.7427]
Epoch 3/20:  82%|█████████████▏  | 658/800 [14:52<03:09,  1.34s/it, loss=0.7427]
Epoch 3/20:  82%|█████████████▏  | 658/800 [14:53<03:09,  1.34s/it, loss=0.7614]
Epoch 3/20:  82%|█████████████▏  | 659/800 [14:53<02:43,  1.16s/it, loss=0.7614]
Epoch 3/20:  82%|█████████████▏  | 659/800 [14:54<02:43,  1.16s/it, loss=1.2950]
Epoch 3/20:  82%|█████████████▏  | 660/800 [14:54<02:46,  1.19s/it, loss=1.2950]
Epoch 3/20:  82%|█████████████▏  | 660/800 [14:55<02:46,  1.19s/it, loss=0.4779]
Epoch 3/20:  83%|█████████████▏  | 661/800 [14:55<02:29,  1.07s/it, loss=0.4779]
Epoch 3/20:  83%|█████████████▏  | 661/800 [14:57<02:29,  1.07s/it, loss=0.6431]
Epoch 3/20:  83%|█████████████▏  | 662/800 [14:57<03:30,  1.52s/it, loss=0.6431]
Epoch 3/20:  83%|█████████████▏  | 662/800 [14:58<03:30,  1.52s/it, loss=0.5423]
Epoch 3/20:  83%|█████████████▎  | 663/800 [14:58<02:57,  1.30s/it, loss=0.5423]
Epoch 3/20:  83%|█████████████▎  | 663/800 [15:00<02:57,  1.30s/it, loss=0.3684]
Epoch 3/20:  83%|█████████████▎  | 664/800 [15:00<03:13,  1.43s/it, loss=0.3684]
Epoch 3/20:  83%|█████████████▎  | 664/800 [15:01<03:13,  1.43s/it, loss=0.5415]
Epoch 3/20:  83%|█████████████▎  | 665/800 [15:01<02:46,  1.23s/it, loss=0.5415]
Epoch 3/20:  83%|█████████████▎  | 665/800 [15:02<02:46,  1.23s/it, loss=0.5404]
Epoch 3/20:  83%|█████████████▎  | 666/800 [15:02<02:54,  1.30s/it, loss=0.5404]
Epoch 3/20:  83%|█████████████▎  | 666/800 [15:03<02:54,  1.30s/it, loss=0.5360]
Epoch 3/20:  83%|█████████████▎  | 667/800 [15:03<02:30,  1.13s/it, loss=0.5360]
Epoch 3/20:  83%|█████████████▎  | 667/800 [15:05<02:30,  1.13s/it, loss=0.5342]
Epoch 3/20:  84%|█████████████▎  | 668/800 [15:05<03:04,  1.40s/it, loss=0.5342]
Epoch 3/20:  84%|█████████████▎  | 668/800 [15:06<03:04,  1.40s/it, loss=0.4497]
Epoch 3/20:  84%|█████████████▍  | 669/800 [15:06<02:36,  1.19s/it, loss=0.4497]
Epoch 3/20:  84%|█████████████▍  | 669/800 [15:07<02:36,  1.19s/it, loss=0.7167]
Epoch 3/20:  84%|█████████████▍  | 670/800 [15:07<02:49,  1.30s/it, loss=0.7167]
Epoch 3/20:  84%|█████████████▍  | 670/800 [15:08<02:49,  1.30s/it, loss=0.5474]
Epoch 3/20:  84%|█████████████▍  | 671/800 [15:08<02:27,  1.15s/it, loss=0.5474]
Epoch 3/20:  84%|█████████████▍  | 671/800 [15:09<02:27,  1.15s/it, loss=0.3171]
Epoch 3/20:  84%|█████████████▍  | 672/800 [15:09<02:34,  1.21s/it, loss=0.3171]
Epoch 3/20:  84%|█████████████▍  | 672/800 [15:10<02:34,  1.21s/it, loss=0.5332]
Epoch 3/20:  84%|█████████████▍  | 673/800 [15:10<02:13,  1.05s/it, loss=0.5332]
Epoch 3/20:  84%|█████████████▍  | 673/800 [15:11<02:13,  1.05s/it, loss=0.4396]
Epoch 3/20:  84%|█████████████▍  | 674/800 [15:11<02:26,  1.16s/it, loss=0.4396]
Epoch 3/20:  84%|█████████████▍  | 674/800 [15:12<02:26,  1.16s/it, loss=0.6577]
Epoch 3/20:  84%|█████████████▌  | 675/800 [15:12<02:12,  1.06s/it, loss=0.6577]
Epoch 3/20:  84%|█████████████▌  | 675/800 [15:14<02:12,  1.06s/it, loss=0.6214]
Epoch 3/20:  84%|█████████████▌  | 676/800 [15:14<02:35,  1.25s/it, loss=0.6214]
Epoch 3/20:  84%|█████████████▌  | 676/800 [15:15<02:35,  1.25s/it, loss=0.9637]
Epoch 3/20:  85%|█████████████▌  | 677/800 [15:15<02:15,  1.10s/it, loss=0.9637]
Epoch 3/20:  85%|█████████████▌  | 677/800 [15:17<02:15,  1.10s/it, loss=0.5037]
Epoch 3/20:  85%|█████████████▌  | 678/800 [15:17<02:48,  1.38s/it, loss=0.5037]
Epoch 3/20:  85%|█████████████▌  | 678/800 [15:17<02:48,  1.38s/it, loss=0.6140]
Epoch 3/20:  85%|█████████████▌  | 679/800 [15:17<02:24,  1.20s/it, loss=0.6140]
Epoch 3/20:  85%|█████████████▌  | 679/800 [15:19<02:24,  1.20s/it, loss=0.4386]
Epoch 3/20:  85%|█████████████▌  | 680/800 [15:19<02:44,  1.37s/it, loss=0.4386]
Epoch 3/20:  85%|█████████████▌  | 680/800 [15:20<02:44,  1.37s/it, loss=0.8009]
Epoch 3/20:  85%|█████████████▌  | 681/800 [15:20<02:21,  1.19s/it, loss=0.8009]
Epoch 3/20:  85%|█████████████▌  | 681/800 [15:21<02:21,  1.19s/it, loss=0.5452]
Epoch 3/20:  85%|█████████████▋  | 682/800 [15:21<02:17,  1.17s/it, loss=0.5452]
Epoch 3/20:  85%|█████████████▋  | 682/800 [15:22<02:17,  1.17s/it, loss=0.5774]
Epoch 3/20:  85%|█████████████▋  | 683/800 [15:22<01:58,  1.01s/it, loss=0.5774]
Epoch 3/20:  85%|█████████████▋  | 683/800 [15:24<01:58,  1.01s/it, loss=0.5423]
Epoch 3/20:  86%|█████████████▋  | 684/800 [15:24<02:52,  1.48s/it, loss=0.5423]
Epoch 3/20:  86%|█████████████▋  | 684/800 [15:25<02:52,  1.48s/it, loss=0.8813]
Epoch 3/20:  86%|█████████████▋  | 685/800 [15:25<02:24,  1.26s/it, loss=0.8813]
Epoch 3/20:  86%|█████████████▋  | 685/800 [15:27<02:24,  1.26s/it, loss=0.4978]
Epoch 3/20:  86%|█████████████▋  | 686/800 [15:27<02:41,  1.42s/it, loss=0.4978]
Epoch 3/20:  86%|█████████████▋  | 686/800 [15:28<02:41,  1.42s/it, loss=0.4691]
Epoch 3/20:  86%|█████████████▋  | 687/800 [15:28<02:16,  1.20s/it, loss=0.4691]
Epoch 3/20:  86%|█████████████▋  | 687/800 [15:30<02:16,  1.20s/it, loss=0.3225]
Epoch 3/20:  86%|█████████████▊  | 688/800 [15:30<02:45,  1.48s/it, loss=0.3225]
Epoch 3/20:  86%|█████████████▊  | 688/800 [15:30<02:45,  1.48s/it, loss=0.2835]
Epoch 3/20:  86%|█████████████▊  | 689/800 [15:30<02:19,  1.25s/it, loss=0.2835]
Epoch 3/20:  86%|█████████████▊  | 689/800 [15:32<02:19,  1.25s/it, loss=0.6280]
Epoch 3/20:  86%|█████████████▊  | 690/800 [15:32<02:40,  1.46s/it, loss=0.6280]
Epoch 3/20:  86%|█████████████▊  | 690/800 [15:33<02:40,  1.46s/it, loss=0.7114]
Epoch 3/20:  86%|█████████████▊  | 691/800 [15:33<02:15,  1.24s/it, loss=0.7114]
Epoch 3/20:  86%|█████████████▊  | 691/800 [15:35<02:15,  1.24s/it, loss=0.6518]
Epoch 3/20:  86%|█████████████▊  | 692/800 [15:35<02:50,  1.57s/it, loss=0.6518]
Epoch 3/20:  86%|█████████████▊  | 692/800 [15:36<02:50,  1.57s/it, loss=0.5590]
Epoch 3/20:  87%|█████████████▊  | 693/800 [15:36<02:22,  1.33s/it, loss=0.5590]
Epoch 3/20:  87%|█████████████▊  | 693/800 [15:37<02:22,  1.33s/it, loss=0.6943]
Epoch 3/20:  87%|█████████████▉  | 694/800 [15:37<02:19,  1.32s/it, loss=0.6943]
Epoch 3/20:  87%|█████████████▉  | 694/800 [15:38<02:19,  1.32s/it, loss=0.7371]
Epoch 3/20:  87%|█████████████▉  | 695/800 [15:38<02:00,  1.15s/it, loss=0.7371]
Epoch 3/20:  87%|█████████████▉  | 695/800 [15:40<02:00,  1.15s/it, loss=0.2768]
